seq,virtual_time_s,action,x,y,channel,result_type,direction_deg,clear_success,moved_distance_m,cumulative_distance_m
2,5.0,measure,0.0,0.0,1,no_signal,,,0.0,0.0
3,11.0,measure,0.0,0.0,2,no_signal,,,0.0,0.0
4,17.0,measure,0.0,0.0,3,no_signal,,,0.0,0.0
5,23.0,measure,0.0,0.0,4,no_signal,,,0.0,0.0
6,29.0,measure,0.0,0.0,5,no_signal,,,0.0,0.0
7,35.0,measure,0.0,0.0,6,direction,157.35,,0.0,0.0
8,41.0,measure,0.0,0.0,7,direction,278.74,,0.0,0.0
9,47.0,measure,0.0,0.0,8,no_signal,,,0.0,0.0
10,53.0,measure,0.0,0.0,9,no_signal,,,0.0,0.0
11,59.0,measure,0.0,0.0,10,direction,69.02,,0.0,0.0
12,65.0,measure,0.0,0.0,11,direction,65.08,,0.0,0.0
13,71.0,measure,0.0,0.0,12,no_signal,,,0.0,0.0
14,77.0,measure,0.0,0.0,13,no_signal,,,0.0,0.0
15,83.0,measure,0.0,0.0,14,no_signal,,,0.0,0.0
16,89.0,measure,0.0,0.0,15,no_signal,,,0.0,0.0
17,95.0,measure,0.0,0.0,16,direction,227.25,,0.0,0.0
18,101.0,measure,0.0,0.0,17,no_signal,,,0.0,0.0
19,107.0,measure,0.0,0.0,18,direction,231.7,,0.0,0.0
20,113.0,measure,0.0,0.0,19,no_signal,,,0.0,0.0
21,119.0,measure,0.0,0.0,20,direction,119.54,,0.0,0.0
22,277.097235,measure,-566.6148720960737,507.234472899445,6,direction,178.99,,760.4861759282858,760.4861759282858
23,288.619378,measure,-581.1647987144529,530.7004327149574,20,direction,82.09,,27.610715938987592,788.0968918672734
24,325.817231,measure,-663.3088799023824,663.3088799023825,1,no_signal,,,155.98926353973616,944.0861554070095
25,331.817231,measure,-663.3088799023824,663.3088799023825,2,no_signal,,,0.0,944.0861554070095
26,337.817231,measure,-663.3088799023824,663.3088799023825,3,no_signal,,,0.0,944.0861554070095
27,343.817231,measure,-663.3088799023824,663.3088799023825,4,no_signal,,,0.0,944.0861554070095
28,349.817231,measure,-663.3088799023824,663.3088799023825,5,no_signal,,,0.0,944.0861554070095
29,355.817231,measure,-663.3088799023824,663.3088799023825,6,direction,194.51,,0.0,944.0861554070095
30,361.817231,measure,-663.3088799023824,663.3088799023825,8,no_signal,,,0.0,944.0861554070095
31,367.817231,measure,-663.3088799023824,663.3088799023825,9,no_signal,,,0.0,944.0861554070095
32,373.817231,measure,-663.3088799023824,663.3088799023825,12,no_signal,,,0.0,944.0861554070095
33,379.817231,measure,-663.3088799023824,663.3088799023825,13,no_signal,,,0.0,944.0861554070095
34,385.817231,measure,-663.3088799023824,663.3088799023825,14,no_signal,,,0.0,944.0861554070095
35,391.817231,measure,-663.3088799023824,663.3088799023825,15,no_signal,,,0.0,944.0861554070095
36,397.817231,measure,-663.3088799023824,663.3088799023825,17,no_signal,,,0.0,944.0861554070095
37,403.817231,measure,-663.3088799023824,663.3088799023825,19,no_signal,,,0.0,944.0861554070095
38,409.817231,measure,-663.3088799023824,663.3088799023825,20,direction,64.62,,0.0,944.0861554070095
39,477.37279,measure,-529.5707542809688,946.0526915933364,20,direction,68.97,,312.77779539836035,1256.8639508053698
40,484.149124,clear,-526.5294032043647,954.3974042090265,20,success,,1,8.881669044139104,1265.7456198495088
41,595.505682,measure,5.743963417062496e-14,938.0604140004557,19,no_signal,,,526.7827917536977,1792.5284116032065
42,601.505682,measure,5.743963417062496e-14,938.0604140004557,17,no_signal,,,0.0,1792.5284116032065
43,607.505682,measure,5.743963417062496e-14,938.0604140004557,15,no_signal,,,0.0,1792.5284116032065
44,613.505682,measure,5.743963417062496e-14,938.0604140004557,14,no_signal,,,0.0,1792.5284116032065
45,619.505682,measure,5.743963417062496e-14,938.0604140004557,13,no_signal,,,0.0,1792.5284116032065
46,625.505682,measure,5.743963417062496e-14,938.0604140004557,12,no_signal,,,0.0,1792.5284116032065
47,631.505682,measure,5.743963417062496e-14,938.0604140004557,11,direction,335.99,,0.0,1792.5284116032065
48,637.505682,measure,5.743963417062496e-14,938.0604140004557,10,direction,277.75,,0.0,1792.5284116032065
49,643.505682,measure,5.743963417062496e-14,938.0604140004557,9,direction,358.27,,0.0,1792.5284116032065
50,649.505682,measure,5.743963417062496e-14,938.0604140004557,8,no_signal,,,0.0,1792.5284116032065
51,655.505682,measure,5.743963417062496e-14,938.0604140004557,5,direction,11.81,,0.0,1792.5284116032065
52,661.505682,measure,5.743963417062496e-14,938.0604140004557,4,no_signal,,,0.0,1792.5284116032065
53,667.505682,measure,5.743963417062496e-14,938.0604140004557,3,no_signal,,,0.0,1792.5284116032065
54,673.505682,measure,5.743963417062496e-14,938.0604140004557,2,no_signal,,,0.0,1792.5284116032065
55,679.505682,measure,5.743963417062496e-14,938.0604140004557,1,no_signal,,,0.0,1792.5284116032065
56,763.5925,clear,361.3270026610762,777.4026497488408,11,success,,1,395.4340906729778,2187.9625022761843
57,833.155784,measure,663.3088799023825,663.3088799023825,1,direction,314.82,,322.8164222897589,2510.7789245659433
58,839.155784,measure,663.3088799023825,663.3088799023825,2,no_signal,,,0.0,2510.7789245659433
59,845.155784,measure,663.3088799023825,663.3088799023825,3,no_signal,,,0.0,2510.7789245659433
60,851.155784,measure,663.3088799023825,663.3088799023825,4,no_signal,,,0.0,2510.7789245659433
61,857.155784,measure,663.3088799023825,663.3088799023825,5,direction,52.61,,0.0,2510.7789245659433
62,863.155784,measure,663.3088799023825,663.3088799023825,8,no_signal,,,0.0,2510.7789245659433
63,869.155784,measure,663.3088799023825,663.3088799023825,9,direction,24.28,,0.0,2510.7789245659433
64,875.155784,measure,663.3088799023825,663.3088799023825,10,direction,217.11,,0.0,2510.7789245659433
65,881.155784,measure,663.3088799023825,663.3088799023825,12,no_signal,,,0.0,2510.7789245659433
66,887.155784,measure,663.3088799023825,663.3088799023825,13,no_signal,,,0.0,2510.7789245659433
67,893.155784,measure,663.3088799023825,663.3088799023825,14,no_signal,,,0.0,2510.7789245659433
68,899.155784,measure,663.3088799023825,663.3088799023825,15,no_signal,,,0.0,2510.7789245659433
69,905.155784,measure,663.3088799023825,663.3088799023825,17,no_signal,,,0.0,2510.7789245659433
70,911.155784,measure,663.3088799023825,663.3088799023825,19,no_signal,,,0.0,2510.7789245659433
71,1031.928956,measure,1166.1048505539836,939.9281807416232,5,direction,115.84,,573.8658603718086,3084.644784937752
72,1079.381794,measure,1133.0151289542107,1144.5339339067543,9,direction,289.85,,207.2641886670754,3291.908973604827
73,1101.035855,clear,1053.208699715681,1168.3010853586163,5,success,,1,83.27030464661578,3375.179278251443
74,1166.723494,clear,1216.1791684409004,912.3413897087116,9,success,,1,303.4381971237464,3678.6174753751893
75,1363.48165,measure,938.0604140004557,0.0,19,no_signal,,,953.7907804896877,4632.408255864877
76,1369.48165,measure,938.0604140004557,0.0,17,no_signal,,,0.0,4632.408255864877
77,1375.48165,measure,938.0604140004557,0.0,15,no_signal,,,0.0,4632.408255864877
78,1381.48165,measure,938.0604140004557,0.0,14,no_signal,,,0.0,4632.408255864877
79,1387.48165,measure,938.0604140004557,0.0,13,no_signal,,,0.0,4632.408255864877
80,1393.48165,measure,938.0604140004557,0.0,12,no_signal,,,0.0,4632.408255864877
81,1399.48165,measure,938.0604140004557,0.0,10,direction,164.2,,0.0,4632.408255864877
82,1405.48165,measure,938.0604140004557,0.0,8,direction,285.28,,0.0,4632.408255864877
83,1411.48165,measure,938.0604140004557,0.0,4,no_signal,,,0.0,4632.408255864877
84,1417.48165,measure,938.0604140004557,0.0,3,direction,313.28,,0.0,4632.408255864877
85,1423.48165,measure,938.0604140004557,0.0,2,no_signal,,,0.0,4632.408255864877
86,1429.48165,measure,938.0604140004557,0.0,1,direction,343.46,,0.0,4632.408255864877
87,1548.437164,measure,1362.0286658599384,-380.6539088710506,1,direction,64.41,,569.7775679364676,5202.185823801345
88,1594.918536,measure,1461.2033903747802,-204.20869949986155,3,direction,248.81,,202.40686226666693,5404.592686068012
89,1609.374912,clear,1469.0625392659776,-157.5845668667404,1,success,,1,47.28187776606258,5451.874563834074
90,1677.116054,clear,1364.8406645135478,-453.471495508431,3,success,,1,313.7057119625399,5765.580275796614
91,1708.029876,measure,1342.566158980985,-576.0329494516627,8,direction,218.84,,124.56911169868347,5890.149387495298
92,1765.113008,clear,1139.911773231635,-739.5796238531937,8,success,,1,260.41565769217243,6150.56504518747
93,1867.646431,measure,663.3088799023823,-663.3088799023825,2,no_signal,,,482.66711542493255,6633.232160612402
94,1873.646431,measure,663.3088799023823,-663.3088799023825,4,no_signal,,,0.0,6633.232160612402
95,1879.646431,measure,663.3088799023823,-663.3088799023825,7,direction,151.7,,0.0,6633.232160612402
96,1885.646431,measure,663.3088799023823,-663.3088799023825,12,no_signal,,,0.0,6633.232160612402
97,1891.646431,measure,663.3088799023823,-663.3088799023825,13,no_signal,,,0.0,6633.232160612402
98,1897.646431,measure,663.3088799023823,-663.3088799023825,14,no_signal,,,0.0,6633.232160612402
99,1903.646431,measure,663.3088799023823,-663.3088799023825,15,no_signal,,,0.0,6633.232160612402
100,1909.646431,measure,663.3088799023823,-663.3088799023825,17,no_signal,,,0.0,6633.232160612402
101,1915.646431,measure,663.3088799023823,-663.3088799023825,19,no_signal,,,0.0,6633.232160612402
102,2060.617872,measure,51.64110602760018,-333.62862088504903,7,direction,116.36,,694.8572074769519,7328.089368089354
103,2067.678811,clear,47.21456234378219,-324.3231133855952,7,success,,1,10.3046959589859,7338.39406404834
104,2185.718501,clear,93.11033752396636,239.0088164216939,10,success,,1,565.1984477330016,7903.592511781341
105,2403.42002,measure,-938.0604140004557,1.148792683412499e-13,19,no_signal,,,1058.507597103932,8962.100108885274
106,2409.42002,measure,-938.0604140004557,1.148792683412499e-13,17,no_signal,,,0.0,8962.100108885274
107,2415.42002,measure,-938.0604140004557,1.148792683412499e-13,15,no_signal,,,0.0,8962.100108885274
108,2421.42002,measure,-938.0604140004557,1.148792683412499e-13,14,no_signal,,,0.0,8962.100108885274
109,2427.42002,measure,-938.0604140004557,1.148792683412499e-13,13,no_signal,,,0.0,8962.100108885274
110,2433.42002,measure,-938.0604140004557,1.148792683412499e-13,12,no_signal,,,0.0,8962.100108885274
111,2439.42002,measure,-938.0604140004557,1.148792683412499e-13,6,direction,119.28,,0.0,8962.100108885274
112,2445.42002,measure,-938.0604140004557,1.148792683412499e-13,4,no_signal,,,0.0,8962.100108885274
113,2451.42002,measure,-938.0604140004557,1.148792683412499e-13,2,no_signal,,,0.0,8962.100108885274
114,2575.062115,clear,-1228.3905853045262,517.3075106064584,6,success,,1,593.2104760532318,9555.310584938505
115,2740.699612,measure,-866.5222670711271,-194.13790470869185,16,direction,278.57,,798.1874834360756,10353.49806837458
116,2775.457385,measure,-906.2574017981314,-332.3274726853765,18,direction,295.53,,143.7888647613435,10497.286933135923
117,2863.572591,measure,-663.3088799023825,-663.3088799023824,2,no_signal,,,410.5760297614543,10907.862962897378
118,2869.572591,measure,-663.3088799023825,-663.3088799023824,4,no_signal,,,0.0,10907.862962897378
119,2875.572591,measure,-663.3088799023825,-663.3088799023824,12,no_signal,,,0.0,10907.862962897378
120,2881.572591,measure,-663.3088799023825,-663.3088799023824,13,no_signal,,,0.0,10907.862962897378
121,2887.572591,measure,-663.3088799023825,-663.3088799023824,14,no_signal,,,0.0,10907.862962897378
122,2893.572591,measure,-663.3088799023825,-663.3088799023824,15,no_signal,,,0.0,10907.862962897378
123,2899.572591,measure,-663.3088799023825,-663.3088799023824,17,no_signal,,,0.0,10907.862962897378
124,2905.572591,measure,-663.3088799023825,-663.3088799023824,18,direction,271.49,,0.0,10907.862962897378
125,2911.572591,measure,-663.3088799023825,-663.3088799023824,19,no_signal,,,0.0,10907.862962897378
126,2957.977064,measure,-770.6394963999039,-834.4613710366984,16,near,,,202.0223662350784,11109.885329132456
127,2962.977064,clear,-770.6394963999039,-834.4613710366984,16,success,,1,0.0,11109.885329132456
128,2990.854023,measure,-661.7702704778254,-845.069128921747,18,direction,281.16,,109.38479272833303,11219.270121860789
129,2997.810384,clear,-660.045623402596,-854.6976981951259,18,success,,1,9.781807286302088,11229.051929147092
130,3136.868201,measure,-1.7231890251187485e-13,-938.0604140004557,19,no_signal,,,665.2890855555662,11894.341014702659
131,3142.868201,measure,-1.7231890251187485e-13,-938.0604140004557,17,no_signal,,,0.0,11894.341014702659
132,3148.868201,measure,-1.7231890251187485e-13,-938.0604140004557,15,no_signal,,,0.0,11894.341014702659
133,3154.868201,measure,-1.7231890251187485e-13,-938.0604140004557,14,no_signal,,,0.0,11894.341014702659
134,3160.868201,measure,-1.7231890251187485e-13,-938.0604140004557,13,no_signal,,,0.0,11894.341014702659
135,3166.868201,measure,-1.7231890251187485e-13,-938.0604140004557,12,no_signal,,,0.0,11894.341014702659
136,3172.868201,measure,-1.7231890251187485e-13,-938.0604140004557,4,no_signal,,,0.0,11894.341014702659
137,3178.868201,measure,-1.7231890251187485e-13,-938.0604140004557,2,no_signal,,,0.0,11894.341014702659
